identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,feature_id,clean_feature_ids,layer,bbox_28992,intersects_outline_1,intersects_outline_2
05d6530e-bd27-4042-86ef-c5d7b8e512e2,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk rijbanen met geometrie op kenmerkniveau (RWS),wegen; wegkenmerken,"Rijbanen:
De volgende soorten rijbanen worden getoond in kolom OMSCHR:
- gescheiden rijbaan
- niet-gescheiden rijbaan
- wisselstrook
Rijbanen zijn gescheiden indien een fysieke scheiding bestaat voor verkeer in twee verschillende richtingen. Een fysieke scheiding wil zeggen dat hoofdrijbanen gescheiden worden door een middenberm, geleiderail etc. zodat het verkeer zich in gescheiden richtingen voortbeweegt. Bij niet-gescheiden rijbanen is deze fysieke scheiding niet aanwezig.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:rijbanen_kenmerk,rijbanen_kenmerk,weggeg:rijbanen_kenmerk,rijbanen_kenmerk,weggeg:rijbanen_kenmerk,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
05d6530e-bd27-4042-86ef-c5d7b8e512e1,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk rijbanen met geometrie op wegvakniveau (RWS),wegen; wegkenmerken,"Rijbanen:
De volgende soorten rijbanen worden getoond in kolom OMSCHR:
- gescheiden rijbaan
- niet-gescheiden rijbaan
- wisselstrook
Rijbanen zijn gescheiden indien een fysieke scheiding bestaat voor verkeer in twee verschillende richtingen. Een fysieke scheiding wil zeggen dat hoofdrijbanen gescheiden worden door een middenberm, geleiderail etc. zodat het verkeer zich in gescheiden richtingen voortbeweegt. Bij niet-gescheiden rijbanen is deze fysieke scheiding niet aanwezig.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:rijbanen_wegvak,rijbanen_wegvak,weggeg:rijbanen_wegvak,rijbanen_wegvak,weggeg:rijbanen_wegvak,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
06042fbd-e6e2-4c99-9b25-e0b3613e6448,dataset,ISO 19115,WMS; WFS,2024-07-05,dut,28992; 5709,Overzicht rivierkaarten 1e herziening serie3,topografie; winterbed; zomerbed; rivier,Overzicht van de ligging van de mozaieken inclusief informatie over de datum van opname,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/rivierkaarten_1830_1962_index/ows?service=WFS&request=getcapabilities&version=2.0.0,rivierkaarten_1830_1962_index:eerste_herziening_serie3_index,eerste_herziening_serie3_index,rivierkaarten_1830_1962_index:eerste_herziening_serie3_index,eerste_herziening_serie3_index,rivierkaarten_1830_1962_index:eerste_herziening_serie3_index,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
05ef7848-45bb-4d5f-95a2-c53f6378fe92,dataset,ISO 19115,WMS; WFS,2025-07-08,dut,4326,FIS_VNDS - Isrs - punten,FIS; VNDS; Fairway; vaarweginformatie; isrs,ISRS-codes,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('2.604', '47.531', '16.913', '53.664')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/fis_vnds/ows?service=WFS&request=getcapabilities&version=2.0.0,fis_vnds:isrs_object,isrs_object,fis_vnds:isrs_object,isrs_object,fis_vnds:isrs_object,"(-54862.93949125547, -47661.57674986415, 1021997.7837508328, 692063.346847774)",True,True
07450877-f53e-433d-9915-4110054275f5,dataset,ISO 19115,WMS; WFS,2024-08-20,dut,28992; 5709,RWS legger - Overlaat drempel,oppervlaktewaterlichamen; waterstaatswerken; waterwet; kunstwerken,"In de Legger rijkswaterstaatswerken zijn vaarwegen, nevengeulen, kunstwerken, oevers en regionale waterkeringen beschreven. Sinds de invoering van de Waterwet is het verplicht om alle rijkswaterstaatswerken hierin op te nemen. De legger bestaat uit kaarten die de ligging, vorm, afmeting en constructie van deze objecten beschrijft. Dit wordt de 'normatieve' toestand genoemd. Het gaat dan bijvoorbeeld om de vereiste bodemdiepte van een kanaal of de minimale volumeberging van een nevengeul. Voor het aanpassen van de Legger is er een Leggerbesluit nodig. De eerste Legger rijkswaterstaatswerken is vastgesteld in 2012. In oktober 2014 is de Legger geactualiseerd. In 2022 werd de Legger rijkswaterstaatwerken opnieuw geactualiseerd, enkel binnen het rivierengebied. Uitgevoerde rivierverruimende- en KRW (kader richtlichtlijn water) -projecten in de uiterwaarden zijn daarbij in de legger opgenomen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/rws_legger/ows?service=WFS&request=getcapabilities&version=2.0.0,rws_legger:overlaat_drempel_legger,overlaat_drempel_legger,rws_legger:overlaat_drempel_legger,overlaat_drempel_legger,rws_legger:overlaat_drempel_legger,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
0aa6023c-843d-4046-939d-5fe53eba06d5,dataset,ISO 19115,WMS; WFS,2025-06-20,dut,28992; 5709,Beleidsmatige ruimtelijke indelingen HWN netwerkschakels,,"Bekijk en download de diverse databestanden met de beleidsmatige ruimtelijke indelingen voor het hoofdwatersysteem. Beleidsmatige ruimtelijke indelingen zijn administratieve indelingen van het netwerk. De kenmerken van deze indelingen zie je in werkelijkheid niet, zoals netwerkschakels. Hiermee verzamelen we informatie over de eigenschappen, omgeving, financiën en de prestaties van het netwerk. Zo bewaken we de kwaliteit van de verschillende netwerkonderdelen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.885', '7.253', '53.552')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/bri/ows?service=WFS&request=getcapabilities&version=2.0.0,bri:hwn_netwerkschakels,hwn_netwerkschakels,bri:hwn_netwerkschakels,hwn_netwerkschakels,bri:hwn_netwerkschakels,"(-4603.45769403383, 323363.78402593103, 286293.0774695672, 620809.5270451631)",True,True
12096ba4-1e34-438f-ad70-3c225cf0b247,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk adviessnelheden met geometrie op wegvakniveau (RWS),wegen; wegkenmerken,"Adviessnelheden:
Een adviessnelheid wordt toegepast om aan te geven met welke veilige snelheid een gevaarlijk punt kan worden gepasseerd, waarvan voor de bestuurder NIET goed waarneembaar is wanneer de snelheid in aanzienlijke mate MOET worden verminderd. De adviessnelheid wordt getoond in kolom OMSCHR.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:adviessnelheid_wegvak,adviessnelheid_wegvak,weggeg:adviessnelheid_wegvak,adviessnelheid_wegvak,weggeg:adviessnelheid_wegvak,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
130c9742-c782-46d1-b0fd-442317a42869,dataset,ISO 19115,WMS; WFS,2025-01-10,dut,28992; 5709,Kust 1905,Topografie algemeen,"Gedigitaliseerde kust (grens droog-nat) van de kaart  van de Zuiderzee uit 1905 met opschrift: Amsterdam, Seyffaerdts boekhandel. Herzien 1905 door S. Mars, Filiaal Inrichting a.h. Kon. Ned. Meteorol. Instituut te Amsterdam. Tevens dienende tot opheldering van Boms gids voor de Zuiderzee. De kaart is voorzien van een stempel met de vermelding  Rijksdienst voor de IJsselmeerpolders. Afd. Oudheidk. Bodemonderzoek, Form C5, stamboeknr. 117756  (waarbij het numer slecht leesbaar is). De scan is voorzien van georeferentie volgens Rijksdriehoekstelsel (RD). De oorspronkelijke analoge kaart is in bezit van de Rijksdienst voor het Cultureel Erfgoed.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/diepte_ijsselmeergebied/ows?service=WFS&request=getcapabilities&version=2.0.0,diepte_ijsselmeergebied:kust_1905,kust_1905,diepte_ijsselmeergebied:kust_1905,kust_1905,diepte_ijsselmeergebied:kust_1905,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
12f29564-2244-4baf-8155-5c77cb04b5cb,dataset,ISO 19115,WMS; WFS,2025-07-08,dut,4326,FIS_VNDS - Sectionjunction - punten,FIS; VNDS; Fairway; vaarweginformatie; sectionjunction,Vaarwegvakjuncties,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('2.604', '47.531', '16.913', '53.664')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/fis_vnds/ows?service=WFS&request=getcapabilities&version=2.0.0,fis_vnds:vaarwegjunctie,vaarwegjunctie,fis_vnds:vaarwegjunctie,vaarwegjunctie,fis_vnds:vaarwegjunctie,"(-54862.93949125547, -47661.57674986415, 1021997.7837508328, 692063.346847774)",True,True
14b95d0c-4aca-4193-8bc7-5961dd66cab8,dataset,ISO 19115,WMS; WFS,2025-01-15,dut,28992; 5709,Zwemwateronderzoek zwemzones 2018,Zwemwater; meetlocatie; zwemwaterprofiel; zwemwaterkwaliteit,"Dit bestand betreft het landelijke bestand van locaties waaraan RWS de functie zwemwater heeft toegekend, inclusief bijbehorende zwemwaterzones. De informatie wordt jaarlijks geactualiseerd. De functietoekenning wordt jaarlijks geformaliseerd in een brief van de HID van RWS WVL aan de provincies. Onder voorwaarde van functietoekenning wijst de provincie de zwemwaterlocaties aan. Op de aangewezen zwemwaterlocaties voert RWS wettelijke taken uit: het opstellen en actueel houden van een zwemwaterprofiel, het monitoren van de zwemwaterkwaliteit gedurende het badseizoen en het zorgdragen voor het nemen van maatregelen ter verbetering van de zwemwaterkwaliteit als uit de monitoring is gebleken dat de zwemwaterkwaliteit niet in orde is.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/zwemwateronderzoek/ows?service=WFS&request=getcapabilities&version=2.0.0,zwemwateronderzoek:zwemzones_rws_2018,zwemzones_rws_2018,zwemwateronderzoek:zwemzones_rws_2018,zwemzones_rws_2018,zwemwateronderzoek:zwemzones_rws_2018,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
1528cdc0-aed9-416e-9d35-f64a6f8e0afc,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk inhaalverboden met geometrie op kenmerkniveau (RWS),wegen; wegkenmerken,"Inhaalverboden:
Inhalen: Een zich in dezelfde richting bewegende weggebruiker voorbij gaan.
Het begin van het inhaalverbod wordt aangegeven met RVV borden F1 en F3.
Het einde met de RVV borden F2 en F4.
Eventuele bloktijden van het inhaalverbod worden aangegeven met tijden op een onderbord. De onderborden worden geplaatst onder de RVV borden F1 en F3.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:inhaalverboden_kenmerk,inhaalverboden_kenmerk,weggeg:inhaalverboden_kenmerk,inhaalverboden_kenmerk,weggeg:inhaalverboden_kenmerk,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
1596e594-2b9c-47c0-b380-544eb1d563c4,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk kunstwerken over de weg met geometrie op wegvakniveau (RWS),wegen; wegkenmerken,"Kunstwerk over de weg:
Een kunstwerk over de weg is een ongelijkvloerse kruising over de hoofdrijbaan ten behoeve van verkeer, water, wild en spoorwegen.
Een onderscheid wordt gemaakt in: aquaduct, brug, ecoduct en viaduct. Dit wordt getoond in kolom OMSCHR.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:kunstoverweg_wegvak,kunstoverweg_wegvak,weggeg:kunstoverweg_wegvak,kunstoverweg_wegvak,weggeg:kunstoverweg_wegvak,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
14bd6d7d-1c22-416d-94c9-eb01b4d00fb8,dataset,ISO 19115,WMS; WFS,2024-02-28,dut,28992; 5709,Blokindeling ten behoeve van wrakken,Boeien; Markeringen,Blokindeling ten behoeve van wrakken,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('2.608', '50.811', '7.348', '54.930')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/blokindeling_sonarreg/ows?service=WFS&request=getcapabilities&version=2.0.0,blokindeling_sonarreg:blokindeling_sonarreg,blokindeling_sonarreg,blokindeling_sonarreg:blokindeling_sonarreg,blokindeling_sonarreg,blokindeling_sonarreg:blokindeling_sonarreg,"(-40862.161623511725, 315308.108994961, 293197.5263425681, 775338.6322934879)",True,True
1a9bf37b-e86b-4248-b09a-51a41d22fa53,dataset,ISO 19115,WMS; WFS,2025-07-15,dut,,vegetatieclassificatie_beheergebied_uiterwaarden 2024,,De dataset bevat een classificering van de vegetatietypes in de uiterwaarden van de Rijn en de Maas. De classificeringen zijn gegenereerd door een AI model op basis van satellietbeelden. Per jaar wordt een vegetatieclassificatie gemaakt die het hele gebied van Rijn en Maas geheel dekt. Dit jaarbeeld is vervaardigd uit alle beschikbare data van het jaar waarbij een wolkenloos beeld is gemaakt. LET OP: het betreft een voorpublicatie van de data dus deze is nog niet definitief.,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.885', '7.253', '53.552')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/classificatie_vegetatieruwheid_vegetatielegger/ows?service=WFS&request=getcapabilities&version=2.0.0,classificatie_vegetatieruwheid_vegetatielegger:classificatie_vegetatieruwheid_vegetatielegger_2024,classificatie_vegetatieruwheid_vegetatielegger_2024,classificatie_vegetatieruwheid_vegetatielegger:classificatie_vegetatieruwheid_vegetatielegger_2024,classificatie_vegetatieruwheid_vegetatielegger_2024,classificatie_vegetatieruwheid_vegetatielegger:classificatie_vegetatieruwheid_vegetatielegger_2024,"(-4603.45769403383, 323363.78402593103, 286293.0774695672, 620809.5270451631)",True,True
1c6dade0-547b-4aec-a06f-0256e3f9f99d,dataset,ISO 19115,WMS; WFS,2025-04-23,dut,28992; 5709,Beekdalen,,"De basiskaart beekdalen toont de beekdalen in Nederland. Deze kaart is gemaakt met een selectie van de landschappelijke bodemkaart (LBK). Zie voor meer informatie over deze bron: https://edepot.wur.nl/586588 en https://www.wur.nl/nl/show/landschappelijke-bodemkartering-lbk-achtergronden-toepassingen-en-technische-documentatie.htm 
De geselecteerde gebieden bestaan uit: beekdalvlaktes, beeklopen, beekoeverwallen, brongebieden in kwelgevoede beekdalen en niet kwelgevoede beekdalen en beekdalflanken.
De kaart is onderdeel van: Water en bodem in de RO - Atlas van de Regio",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.885', '7.253', '53.552')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/water_en_bodem_ro/ows?service=WFS&request=getcapabilities&version=2.0.0,water_en_bodem_ro:beekdalen,beekdalen,water_en_bodem_ro:beekdalen,beekdalen,water_en_bodem_ro:beekdalen,"(-4603.45769403383, 323363.78402593103, 286293.0774695672, 620809.5270451631)",True,True
1ce840bf-0d50-4ce6-87ea-076d1dd7defc,dataset,ISO 19115,WMS; WFS,2025-03-31,dut,28992; 5709,Wegen beperkingengebied Rijk 2025 actualisatie Omgevingsregeling,"Rijkswaterstaat, Rijk, Omgevingswet, aanwijzing, begrenzing, beperkingengebieden, wegen, beheer","De geometrische begrenzing van de Wegen beperkingengebied Rijk 2025 actualisatie Omgevingsregeling. Dit is de Rijkswaterstaat bron van de in de Digitaal Stelsel Omgevingswet (DSO) en Staatscourant gepresenteerde versie. Deze kan hiervan licht afwijken vanwege de geometrische aanlevereisen van de DSO. De geometrische begrenzing is ontstaan vanuit de geometrische samenvoeging van geometrie NWB: Wegvakken, KernGis: lagen vKunstwerk, vBeheersituatie, vGroen, lgeleideconstructie, pWegmeubilair, pLicht, lLicht en vVerharding, DTB: Lijnen, Kunstwerk vlakken, Verharding vlakken, DISK, GWV: lagen Segmenten, Hoogte_kantstreep, Landsgrens .
De datum inwerkingtreding Omgevingswet (2025-04-01), datum productie geometrie (2024-08-20) en datum gebruikte bronnen (2024-04-15) is opgenomen in de metadata.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/omgevingswet/ows?service=WFS&request=getcapabilities&version=2.0.0,omgevingswet:wegen_beperkingengebied_rijk,wegen_beperkingengebied_rijk,omgevingswet:wegen_beperkingengebied_rijk,wegen_beperkingengebied_rijk,omgevingswet:wegen_beperkingengebied_rijk,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
1db6f917-efe7-47e7-afcb-ddace4f8cb62,dataset,ISO 19115,WMS; WFS,2025-07-04,dut,28992; 5709,Wegkenmerk mengstroken met geometrie op wegvakniveau (RWS),wegen; wegkenmerken,"Mengstroken:
Onder mengstroken wordt verstaan: alle banen en stroken, samenkomend met aan de hoofdrijbaan, fysiek niet gescheiden en bedoeld voor de verkeersafwikkeling van en naar de hoofdrijbaan. Van de geregistreerde stroken wordt vastgelegd of het een enkel- of dubbelbaansstrook of taper betreft.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/weggeg/ows?service=WFS&request=getcapabilities&version=2.0.0,weggeg:mengstroken_wegvak,mengstroken_wegvak,weggeg:mengstroken_wegvak,mengstroken_wegvak,weggeg:mengstroken_wegvak,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
1e07bdd3-b880-41a1-a048-63a5f7701fde,dataset,ISO 19115,WMS; WFS,2024-08-20,dut,28992; 5709,RWS legger - Waterstaatswerken,oppervlaktewaterlichamen; waterstaatswerken; waterwet; kunstwerken,"Het bevat de zoneringen, waterstaatswerk (vroeger kernzone) en beschermingszone, van alle waterkeringen in beheer bij Rijkswaterstaat, primair en niet primair. Juridisch zijn de zoneringen in het DSO (Omgevingswet) geldig bij afwijkingen met de zoneringen in de legger.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.670', '7.253', '53.612')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/rws_legger/ows?service=WFS&request=getcapabilities&version=2.0.0,rws_legger:primaire_waterkering_waterstaatswerk_legger,primaire_waterkering_waterstaatswerk_legger,rws_legger:primaire_waterkering_waterstaatswerk_legger,primaire_waterkering_waterstaatswerk_legger,rws_legger:primaire_waterkering_waterstaatswerk_legger,"(-5344.194568600709, 299450.29248729965, 286902.48955525074, 627485.4212126045)",True,True
1faed946-2499-43c9-8f87-40bf170a785e,dataset,ISO 19115,WMS; WFS,2025-07-08,dut,4326,FIS_VNDS - Pleasurecraftwaterwayclass - lijnen,FIS; VNDS; Fairway; vaarweginformatie; pleasurecraftwaterwayclass,Recreatievaartklassen,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('2.604', '47.531', '16.913', '53.664')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/fis_vnds/ows?service=WFS&request=getcapabilities&version=2.0.0,fis_vnds:am,am,fis_vnds:am,am,fis_vnds:am,"(-54862.93949125547, -47661.57674986415, 1021997.7837508328, 692063.346847774)",True,True
00572d35-7741-455a-ac56-2aff2732d3e7,dataset,ISO 19115,WMS; WFS,2025-07-14,dut,28992; 5709,Beheerkaart Nat thema Kunstwerk lijnen,,De Beheerkaart Nat is een geografisch bestand waarin het areaal van de natte infrastructuur in beheer van Rijkswaterstaat is vastgelegd. Het betreft een landelijk dekkend gedetailleerd beheerobjectenbestand op grootschalig niveau (1:1000). In de Beheerkaart-Nat zijn de volgende 34 lagen te onderscheiden:lgroen lkunstwerk lMarkering loever lOndergrondsobstakel lvoorziening lWaterafvoer pgroen phectometrering pkunstwerk pLicht pMarkering pMetrering pOndergrondsobstakel pVaarwegmeubilair  pvoorziening pwater pWaterafvoer pWegmeubilair vbeheer vbodem vexploitatie vGebouwinstallatie vGroen vkunstwerk vMarkering voever vOndergrondsobstakel vProject vTerrein vVerharding vvoorziening vwater vWaterafvoer,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.731', '7.253', '53.753')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/beheerkaart_nat/ows?service=WFS&request=getcapabilities&version=2.0.0,beheerkaart_nat:kunstwerk_lijnen,kunstwerk_lijnen,beheerkaart_nat:kunstwerk_lijnen,kunstwerk_lijnen,beheerkaart_nat:kunstwerk_lijnen,"(-5134.142016119527, 306235.07467335195, 286729.67709721404, 643174.376727316)",True,True
00572d36-7741-455a-ac56-2aff2732d3e7,dataset,ISO 19115,WMS; WFS,2025-07-15,dut,28992; 5709,Geluidsanering nieuwe geluidsschermen,,Geluidsanering nieuwe geluidsschermen,Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.731', '7.253', '53.753')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/gsan/ows?service=WFS&request=getcapabilities&version=2.0.0,gsan:nieuw_geluidscherm,nieuw_geluidscherm,gsan:nieuw_geluidscherm,nieuw_geluidscherm,gsan:nieuw_geluidscherm,"(-5134.142016119527, 306235.07467335195, 286729.67709721404, 643174.376727316)",True,True
036d0481-759e-4589-86b4-a9924bcbb619,dataset,ISO 19115,WMS; WFS,2024-03-22,dut,28992; 5709,INWEVA uurintensiteit werkdag 2023,Intensiteit; Verkeer,"De gemiddelde uurintensiteiten van 2023 op werkdagen voor het HWN, met onderscheid naar voertuig categorieen.",Rijkswaterstaat,https://www.rijkswaterstaat.nl/formulieren/contactformulier-servicedesk-data,,Servicedesk Data,,Servicedesk Data (Rijkswaterstaat),"('3.119', '50.885', '7.253', '53.552')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://geo.rijkswaterstaat.nl/services/ogc/gdr/inweva/ows?service=WFS&request=getcapabilities&version=2.0.0,inweva:uurverdeling_werkdagen_in_2023,uurverdeling_werkdagen_in_2023,inweva:uurverdeling_werkdagen_in_2023,uurverdeling_werkdagen_in_2023,inweva:uurverdeling_werkdagen_in_2023,"(-4603.45769403383, 323363.78402593103, 286293.0774695672, 620809.5270451631)",True,True
