identifier,resource_type,md_standard,ogc_web_services,md_date,language,crs_epsg_codes,title,keywords,abstract,md_contact_name,md_contact_email,landing_page,data_creators,data_publishers,data_pointcontact,bounding_box,license,access_rights,wcs_getcapabilities_url,wfs_getcapabilities_url,csw_metadata_name,csw_metadata_name_clean,feature_id,clean_feature_ids,layer,bbox_28992,intersects_outline_1,intersects_outline_2,keywords_+,has_fuzzy_keyword_match
fc786dda-2194-4df3-a236-0f4a9620c7f1,dataset,ISO 19115,WFS; WMS,2023-10-31,dut,,Homogene gebieden gebaseerd op bodemtype en grondwaterstanden,BODEM; BODEMTYPEN; GRONDWATER,"De provincie Utrecht is ingedeeld in 22 homogene gebieden. De indeling heeft plaatsgevonden op basis van het bodemtype en de grondwaterstanden (in grondwatertrappen). Aan elk homogeen gebied is een factsheet gekoppeld. Het uitgangspunt voor deze factsheets wordt gevormd door de mogelijkheden, kansen en belemmeringen die het natuurlijk bodem- en watersysteem biedt. Doel van de factsheets is het faciliteren van de ambitie dat het bodem- en watersysteem een mede-afwegende factor is bij de volgende keuzes: - het toekennen van een gebruiksfunctie aan een gebied; - het bepalen van de nadere inrichting van een gebied.   Voor de gemeente Vijfheerenlanden, die sinds 1 januari 2019 deel uitmaakt van de provincie Utrecht, is nog geen data beschikbaar.",Provincie Utrecht,GIS@provincie-utrecht.nl,,,,GIS (Provincie Utrecht),"('4.79', '51.933', '5.63', '52.305')",Open data (publiek)|https://creativecommons.org/publicdomain/mark/1.0/deed.nl,otherRestrictions,,https://services.geodata-utrecht.nl/geoserver/m01_2_bodem/wfs,Homogene_gebieden_gebaseerd_op_bodemtype_en_grondwaterstanden,Homogene_gebieden_gebaseerd_op_bodemtype_en_grondwaterstanden,m01_2_bodem:Homogene_gebieden_gebaseerd_op_bodemtype_en_grondwaterstanden,Homogene_gebieden_gebaseerd_op_bodemtype_en_grondwaterstanden,m01_2_bodem:Homogene_gebieden_gebaseerd_op_bodemtype_en_grondwaterstanden,"(113927.9372988957, 438309.40335207316, 171698.26928615308, 479837.81566113443)",True,True,1;2019;22;BODEM;BODEMTYPEN;GRONDWATER;aan;afwegende;ambitie;basis;belemmeringen;bepalen;beschikbaar;biedt;bij;bodem;bodemtype;dat;data;de;deel;deze;die;doel;door;een;elk;en;faciliteren;factor;factsheet;factsheets;gebied;gebieden;gebruiksfunctie;geen;gekoppeld;gemeente;gevormd;grondwaterstanden;grondwatertrappen;heeft;het;homogeen;homogene;in;indeling;ingedeeld;inrichting;is;januari;kansen;keuzes;mede;mogelijkheden;nadere;natuurlijk;nog;op;plaatsgevonden;provincie;sinds;toekennen;uitgangspunt;uitmaakt;utrecht;van;vijfheerenlanden;volgende;voor;watersysteem;wordt,True
25a99d92-ea8a-4163-82ab-3521c9b0c96b,service,ISO 19115,WFS,2024-08-07,dut,,CBS Bestand Bodemgebruik 2015 WFS,cbs; bodemgebruik; land use; bodemfunctie; bbg; bebouwing; wegen; spoor; natuur; vliegveld; bedrijfsterrein; bos; recreatie; landbouw; glastuinbouw; landgebruik,"Het Bestand Bodemgebruik 2015 bevat digitale geometrie van het bodemgebruik in Nederland. Voorbeelden van het bodemgebruik zijn verkeersterreinen, bebouwing, recreatieterreinen en binnen- en buitenwater. De begrenzingen zijn voor een groot deel gebaseerd op de Top10NL (BRT). Bij het interpreteren zijn luchtfoto's leidend. De gegevens zijn ingewonnen in de zomer van 2015. In 2020 wordt het Bestand Bodemgebruik 2017 gepubliceerd.",Beheer PDOK,beheerPDOK@kadaster.nl,,,,Beheer PDOK (Beheer PDOK); Beheer PDOK,"('3.206252918228434', '50.73360719554353', '7.245258336784366', '53.58297893748843')","Naamsvermelding verplicht, CBS, Kadaster (http://creativecommons.org/licenses/by/4.0/nl)",otherRestrictions,,https://service.pdok.nl/cbs/bestandbodemgebruik/2015/wfs/v1_0?request=getcapabilities&service=wfs,bestandbodemgebruik:bestand_bodemgebruik_2015_bodemgebruik,bestand_bodemgebruik_2015_bodemgebruik,bestandbodemgebruik:bestand_bodemgebruik_2015_bodemgebruik,bestand_bodemgebruik_2015_bodemgebruik,bestandbodemgebruik:bestand_bodemgebruik_2015_bodemgebruik,"(1033.2571776431869, 306511.16882826085, 286175.821720902, 624077.4807109867)",True,True,2015;2017;2020;bbg;bebouwing;bedrijfsterrein;begrenzingen;bestand;bevat;bij;binnen;bodemfunctie;bodemgebruik;bos;brt;buitenwater;cbs;de;deel;digitale;een;en;gebaseerd;gegevens;geometrie;gepubliceerd;glastuinbouw;groot;het;in;ingewonnen;interpreteren;land use;landbouw;landgebruik;leidend;luchtfoto;natuur;nederland;op;recreatie;recreatieterreinen;s;spoor;top10nl;van;verkeersterreinen;vliegveld;voor;voorbeelden;wegen;wordt;zijn;zomer,True
dd06be92-8d6f-43b5-b2ee-99285635e41d,service,ISO 19115,WFS,2025-03-17,dut,3035,Hoofd spoorwegen - Richtlijn Omgevingslawaai (INSPIRE geharmoniseerd) WFS,Hoofd spoorwegen (Richtlijn Omgevingslawaai); Wegen; Omgevingslawaai; Europese richtlijn omgevingslawaai; Environmental noise directive; Richtlijn 2002/49/EG; Geluid; Vervoersnetwerken; Geluidbron; Verkeersintensiteit,Het gaat om gegevens over de geluidbron 'Hoofd spoorwegen'.,,beheerpdok@kadaster.nl,,,,,"('-2.8605', '49.8599', '11.3492', '56.4488')","Naamsvermelding verplicht, organisatienaam (https://creativecommons.org/licenses/by/4.0/deed.nl)",otherRestrictions,,https://service.pdok.nl/ienw/vervoersnetwerken/hoofd-spoorwegen-richtlijn-omgevingslawaai/wfs/v1_0?request=GetCapabilities&service=WFS,vervoersnetwerken:MajorRailwaySource,MajorRailwaySource,vervoersnetwerken:MajorRailwaySource,MajorRailwaySource,vervoersnetwerken:MajorRailwaySource,"(-437392.56665490055, 224991.74241772224, 583510.2093548349, 970895.4960331207)",True,True,Environmental noise directive;Europese richtlijn omgevingslawaai;Geluid;Geluidbron;Hoofd spoorwegen (Richtlijn Omgevingslawaai);Omgevingslawaai;Richtlijn 2002/49/EG;Verkeersintensiteit;Vervoersnetwerken;Wegen;de;gaat;gegevens;geluidbron;het;hoofd;om;over;spoorwegen,True
7c77bdc8-5011-4139-8957-d244fb9d3489,service,ISO 19115,WFS,2025-07-04,dut,,NWB - Vaarwegen (Nationaal Wegen Bestand) WFS,Vervoersnetwerken; Vaarwegen; Schepen; Scheepvaart; Vaarwegvakken; Kilometermarkering,Deze webfeatureservice bevat alleen de vaarwegvakken en kilometermarkeringen van het NWB - Vaarwegen (Nationaal Wegen Bestand).,,beheerpdok@kadaster.nl,,,,,"('2.241', '50.5178', '8.2057', '53.8024')",Geen beperkingen (https://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/rws/nwbvaarwegen/wfs/v1_0?request=GetCapabilities&service=WFS,nwbvaarwegen:kmmarkeringen,kmmarkeringen,nwbvaarwegen:kmmarkeringen,kmmarkeringen,nwbvaarwegen:kmmarkeringen,"(-68116.19450235716, 284679.0444232678, 354885.5098033713, 650854.0247276309)",True,True,Kilometermarkering;Scheepvaart;Schepen;Vaarwegen;Vaarwegvakken;Vervoersnetwerken;alleen;bestand;bevat;de;deze;en;het;kilometermarkeringen;nationaal;nwb;vaarwegen;vaarwegvakken;van;webfeatureservice;wegen,True
9528f5f8-66b9-4376-aaa0-8b4836c8cc99,service,ISO 19115,WFS,2025-06-26,dut,4258,Geografische Namen (INSPIRE geharmoniseerd) WFS,Nationaal; Geografische namen,"INSPIRE Geografische Namen themalaag, geharmoniseerd, gevuld met relevante objecten uit TOP10NL (onderdeel van de Basisregistratie Topografie (BRT)), geproduceerd en beheerd door het Kadaster. Het is een referentie naar natuurlijke, culturele en kunstmatige objecten. Het bevat de namen van gebieden, regio's, plaatsen, steden of nederzettingen, of elk geografische of topografische object dat van publieke of historische waarde.",,beheerpdok@kadaster.nl,,,,,"('2.8418', '50.6151', '7.6666', '53.7097')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/kadaster/gn/wfs/v1_0?request=GetCapabilities&service=WFS,gn:namedplace_point,namedplace_point,gn:namedplace_point,namedplace_point,gn:namedplace_point,"(-25147.103162448708, 294171.62482364, 316325.9524945546, 638969.9369219844)",True,True,Geografische namen;Nationaal;basisregistratie;beheerd;bevat;brt;culturele;dat;de;door;een;elk;en;gebieden;geharmoniseerd;geografische;geproduceerd;gevuld;het;historische;inspire;is;kadaster;kunstmatige;met;naar;namen;natuurlijke;nederzettingen;object;objecten;of;onderdeel;plaatsen;publieke;referentie;regio;relevante;s;steden;themalaag;top10nl;topografie;topografische;uit;van;waarde,True
142cf0d7-10d9-46cd-ab5c-1eb213ab9204,service,ISO 19115,WFS,2024-12-15,dut,,Gebiedsbeheer eenheden - Mariene regio's en eenheden - KRM (INSPIRE geharmoniseerd) WFS,marien regio; 32008L0056; Kaderrichtlijn Mariene strategie; INSPIRE; Richtlijn 2008/56/EG; Water; infoMapAccessService; Zee,"Dit is de Web Feauture Service van naar INSPIRE thema Gebiedsbeheer, gebieden waar beperkingen gelden, gereguleerde gebieden en rapportage-eenheden geharmoniseerde data van Kaderrichtlijn Mariene Strategie mariene wateren Nederland. Dit is voor Nederland het toepassingsgebied voor de KRM. Het gebied is tevens een van de mariene rapportage eenheden voor Nederland. Kaderrichtlijn Mariene Strategie mariene rapportage eenheden Nederland. Voor deze gebieden voert Nederland in het kader van de artikel 8, 9 en 10 van de KRM assessments uit.",Rijkswaterstaat,servicedesk-dat@rws.nl,,,,Servicedesk Data (Rijkswaterstaat); Rijkswaterstaat,"('3.380', '50.816', '7.178', '53.475')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://haleconnect.com/ows/services/org.292.1bb6e186-633d-4a05-9fdf-b12a2f21fe6f_wfs?SERVICE=WFS&version=2.0.0&request=GetCapabilities,am:ManagementRestrictionOrRegulationZone,ManagementRestrictionOrRegulationZone,am:ManagementRestrictionOrRegulationZone,ManagementRestrictionOrRegulationZone,am:ManagementRestrictionOrRegulationZone,"(13548.173107932555, 315557.24160986, 281204.0077079261, 611727.1896423638)",True,True,10;32008L0056;8;9;INSPIRE;Kaderrichtlijn Mariene strategie;Richtlijn 2008/56/EG;Water;Zee;artikel;assessments;beperkingen;data;de;deze;dit;een;eenheden;en;feauture;gebied;gebieden;gebiedsbeheer;geharmoniseerde;gelden;gereguleerde;het;in;infoMapAccessService;inspire;is;kader;kaderrichtlijn;krm;marien regio;mariene;naar;nederland;rapportage;service;strategie;tevens;thema;toepassingsgebied;uit;van;voert;voor;waar;wateren;web,True
79363736-eb95-4ce3-8538-f637903e31d9,dataset,ISO 19115,WMS; WFS,2023-03-14,dut,28992,geluidhinder wegen >50 km/u in 2020,basisset NOVEX; geluid; GGD; verkeer; hinder,Op de kaart ziet u welk percentage van de bevolking dat ernstig gehinderd is door geluid van wegverkeer op wegen waar harder gereden mag worden dan 50 kilometer per uur.,RIVM,atlasleefomgeving@rivm.nl,,,,,"('3.1954102881017565', '50.67190131033707', '7.383358171635846', '53.63951025614753')",Geen beperkingen,otherRestrictions,,https://data.rivm.nl/geo/alo/wfs?,alo:rivm_20230201_geluidhinder_bu_gt50_2020,rivm_20230201_geluidhinder_bu_gt50_2020,alo:rivm_20230201_geluidhinder_bu_gt50_2020,rivm_20230201_geluidhinder_bu_gt50_2020,alo:rivm_20230201_geluidhinder_bu_gt50_2020,"(62.6354098431475, 299904.60230959, 296110.8711899901, 630389.498824087)",True,True,50;GGD;basisset NOVEX;bevolking;dan;dat;de;door;ernstig;gehinderd;geluid;gereden;harder;hinder;is;kaart;kilometer;mag;op;per;percentage;u;uur;van;verkeer;waar;wegen;wegverkeer;welk;worden;ziet,True
77c6d546-5ffc-41a2-b263-c7b2ae0bee52,service,ISO 19115,WFS,2025-07-02,dut,4258,Vervoersnetwerken - Wegen - Netwerk (INSPIRE geharmoniseerd) WFS,Vervoersnetwerken; Nationaal; Hoofdwegen (richtlijn omgevingslawaai); InfoMapAccesService; Vervoersnetwerk; Transport network; Knooppunten; Nodes; Wegen; Roads; Objecten; Objects; Kenmerken; Characteristics,De wfs Vervoersnetwerken - Wegen - Netwerk bevat het transportnetwerk en fysieke objecten die verbonden zijn aan transport over wegen.,,beheerpdok@kadaster.nl,,,,,"('-1.3576', '49.7198', '11.4525', '54.5536')",Geen beperkingen (https://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/rws/vervoersnetwerken/wegen/wfs/v1_0?request=GetCapabilities&service=WFS,vervoersnetwerken:road_link,road_link,vervoersnetwerken:road_link,road_link,vervoersnetwerken:road_link,"(-331098.9432457544, 210045.80026110428, 592206.2163320614, 750565.0261605275)",True,True,Characteristics;Hoofdwegen (richtlijn omgevingslawaai);InfoMapAccesService;Kenmerken;Knooppunten;Nationaal;Nodes;Objecten;Objects;Roads;Transport network;Vervoersnetwerk;Vervoersnetwerken;Wegen;aan;bevat;de;die;en;fysieke;het;netwerk;objecten;over;transport;transportnetwerk;verbonden;vervoersnetwerken;wegen;wfs;zijn,True
f7d74ce4-9a56-4cdc-ab46-0bf7ec318eeb,service,ISO 19115,WFS,2025-06-05,dut,4258,Gebieden met Natuurrisico's - Overstromingen - Geobserveerde gebeurtenis - Richtlijn Overstromingsrisico's (ROR) (INSPIRE geharmoniseerd) WFS,Richtlijn Overstromingsrisico; Natuurrisico; Overstroming; Gebeurtenis; Flooding; Event,"De Webfeature service Gebieden met natuurrisico's - Overstromingen - Geobserveerde gebeurtenis bevat de geobserveerde gebeurtenissen uit het rapport 'Overstromingsrisico's in Nederland, 2018 in het kader van de Europese Richtlijn",,beheerpdok@kadaster.nl,,,,,"('-0.1124', '50.3808', '9.3353', '55.9755')",Geen beperkingen (https://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/rws/overstromingen-gebeurtenis/wfs/v1_0?request=GetCapabilities&service=WFS,overstromingen-gebeurtenis:observed_event,observed_event,overstromingen-gebeurtenis:observed_event,observed_event,overstromingen-gebeurtenis:observed_event,"(-235985.32493249525, 273147.7369725155, 435770.5395191789, 901708.0599155759)",True,True,2018;Event;Flooding;Gebeurtenis;Natuurrisico;Overstroming;Richtlijn Overstromingsrisico;bevat;de;europese;gebeurtenis;gebeurtenissen;gebieden;geobserveerde;het;in;kader;met;natuurrisico;nederland;overstromingen;overstromingsrisico;rapport;richtlijn;s;service;uit;van;webfeature,True
3e0b67e8-5f4b-4d90-8a33-614dbeef5f39,service,ISO 19115,WFS,2025-03-17,dut,3035,Agglomeraties - Richtlijn Omgevingslawaai (INSPIRE geharmoniseerd) WFS,Gebiedsbeheer; INSPIRE; Gebieden waar beperkingen gelden; Gereguleerde gebieden en rapportage-eenheden; Omgevingslawaai; Europese richtlijn omgevingslawaai; Environmental noise directive; Richtlijn 2002/49/EG; Geluid; Gemeente; Bevolkingsaantal; Gebiedsbeheer; Gebieden waar beperkingen gelden; Gereguleerde gebieden en rapportage-eenheden,"Het gaat om gegevens over de geluidbron ‘agglomeraties’, stedelijke gebieden van aangewezen gemeenten.",,beheerpdok@kadaster.nl,,,,,"('-4.2052', '49.5657', '12.3489', '56.7138')","Naamsvermelding verplicht, organisatienaam (https://creativecommons.org/licenses/by/4.0/deed.nl)",otherRestrictions,,https://service.pdok.nl/ienw/gebiedsbeheer/agglomeraties-richtlijn-omgevingslawaai/wfs/v1_0?request=GetCapabilities&service=WFS,gebiedsbeheer:AgglomerationSource,AgglomerationSource,gebiedsbeheer:AgglomerationSource,AgglomerationSource,gebiedsbeheer:AgglomerationSource,"(-537892.8789744026, 198662.70418090094, 658318.805853854, 1010747.049248514)",True,True,Bevolkingsaantal;Environmental noise directive;Europese richtlijn omgevingslawaai;Gebieden waar beperkingen gelden;Gebiedsbeheer;Geluid;Gemeente;Gereguleerde gebieden en rapportage-eenheden;INSPIRE;Omgevingslawaai;Richtlijn 2002/49/EG;aangewezen;agglomeraties;de;gaat;gebieden;gegevens;geluidbron;gemeenten;het;om;over;stedelijke;van,True
bd53886a-f98d-4b2a-a608-c3fe44b19218,dataset,ISO 19115,WMS; WFS,2024-12-05,dut,28992,Speelnatuur van Staatsbosbeheer,recreatie; speeltuin; natuur,U ziet de speelbossen en speelnatuur (groene stippen) en speelvijvers (blauwe stippen) van Staatsbosbeheer in 2024. Kinderen kunnen hier buitenspelen in en met de natuur. De ene locatie heeft meer voorzieningen en is groter dan de andere. Klik met de muis op één van de stippen voor de naam en beschrijving van dat stukje speelnatuur.,Atlas Leefomgeving,atlasleefomgeving@rivm.nl,,Atlas Leefomgeving,,,"('2.7739277151845814', '50.65795802132527', '7.377556045516014', '53.686732781088224')",Geen beperkingen (http://creativecommons.org/publicdomain/mark/1.0/deed.nl),otherRestrictions,,https://data.rivm.nl/geo/alo/wfs?request=GetCapabilities,alo:sbb_20241201_speelnatuur,sbb_20241201_speelnatuur,alo:sbb_20241201_speelnatuur,sbb_20241201_speelnatuur,alo:sbb_20241201_speelnatuur,"(-29779.342506760528, 298342.63406128844, 295742.9089281964, 636575.6893565746)",True,True,2024;andere;beschrijving;blauwe;buitenspelen;dan;dat;de;en;ene;groene;groter;heeft;hier;in;is;kinderen;klik;kunnen;locatie;meer;met;muis;naam;natuur;op;recreatie;speelbossen;speelnatuur;speeltuin;speelvijvers;staatsbosbeheer;stippen;stukje;u;van;voor;voorzieningen;ziet;één,True
a2cc9d14-1eea-4659-b341-735d94b29902,service,ISO 19115,WFS,2025-02-27,dut,3035,Natura 2000 (INSPIRE geharmoniseerd) WFS,Grenzen; Natuur en milieu; Landbouw en veeteelt; HVD; Aardobservatie en milieu,"Natura 2000 is het samenhangend netwerk van beschermde natuurgebieden in de Europese Unie bestaande uit Vogelrichtlijn- en Habitatrichtlijngebieden. Natura 2000-gebieden zijn een samenvoeging van beide. Bij de overgang naar de Wet natuurbescherming in 2017 zijn de gebieden die waren aangewezen als beschermd natuurmonument op grond van de Natuurbeschermingswet 1998 van rechtswege vervallen. Van de Natura 2000-gebieden die overlappen met beschermde natuurmonumenten zijn de doelen van de beschermde natuurmonumenten daarmee vervallen. In totaal gaat het om 162 Natura 2000-gebieden waarvan vier mariene gebieden in de Exclusieve Economische Zone (EEZ) op de Noordzee. De vigerende Vogelrichtlijngebieden zijn aangewezen in de periode 1995-2016. De Habitatrichtlijngebieden worden aangewezen met de aanwijzing van de betreffende Natura 2000-gebieden. Op 19 juni 2024 is een wijziging in de begrenzing van Rijntakken van kracht geworden. Grenswijzigingen zijn bijgewerkt tot de datum van uitgifte van dit bestand. In gebieden waar nog geen definitief Natura 2000-aanwijzingsbesluit van kracht is, is de grens van het ontwerpbesluit gehanteerd. Als er nog geen ontwerpbesluit is gepubliceerd, is de grens volgens de Europese 'Communautaire Lijst' gehanteerd. En als die lijst nog niet is geactualiseerd, is de aanmelding voor die lijst gehanteerd. Zie daarvoor de informatie in het attribuut STATUS. De begrenzingen zijn bovengronds en in het water van toepassing, met uitzondering van gebiedsdelen met code 'HR groeve' in het attribuut BESCHERMIN (hier maken alleen de ondergrondse kalksteengroeven deel uit van het Habitatrichtlijngebied).",,beheerpdok@kadaster.nl,,,,,"('-1.7706', '50.0813', '10.5461', '56.2483')",Geen beperkingen (https://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://service.pdok.nl/rvo/beschermde-gebieden/natura2000/wfs/v2_0?request=GetCapabilities&service=WFS,beschermde-gebieden:protectedsite,protectedsite,beschermde-gebieden:protectedsite,protectedsite,beschermde-gebieden:protectedsite,"(-356893.8749085563, 245224.31562224115, 524131.0292524807, 941274.5444021081)",True,True,162;19;1995;1998;2000;2016;2017;2024;Aardobservatie en milieu;Grenzen;HVD;Landbouw en veeteelt;Natuur en milieu;aangewezen;aanmelding;aanwijzing;aanwijzingsbesluit;alleen;als;attribuut;begrenzing;begrenzingen;beide;beschermd;beschermde;beschermin;bestaande;bestand;betreffende;bij;bijgewerkt;bovengronds;code;communautaire;daarmee;daarvoor;datum;de;deel;definitief;die;dit;doelen;economische;een;eez;en;er;europese;exclusieve;gaat;geactualiseerd;gebieden;gebiedsdelen;geen;gehanteerd;gepubliceerd;geworden;grens;grenswijzigingen;groeve;grond;habitatrichtlijngebied;habitatrichtlijngebieden;het;hier;hr;in;informatie;is;juni;kalksteengroeven;kracht;lijst;maken;mariene;met;naar;natura;natuurbescherming;natuurbeschermingswet;natuurgebieden;natuurmonument;natuurmonumenten;netwerk;niet;nog;noordzee;om;ondergrondse;ontwerpbesluit;op;overgang;overlappen;periode;rechtswege;rijntakken;samenhangend;samenvoeging;status;toepassing;tot;totaal;uit;uitgifte;uitzondering;unie;van;vervallen;vier;vigerende;vogelrichtlijn;vogelrichtlijngebieden;volgens;voor;waar;waarvan;waren;water;wet;wijziging;worden;zie;zijn;zone,True
b4485d59-a945-4940-a2f5-3ce7de6a947b,service,ISO 19115,WFS,2025-02-06,dut,,Monitoring stations (Nitraatrichtlijn) ondiepe filters (WFS),Monitoring stations (Nitraatrichtlijn),"Het Landelijk Meetnet Grondwaterkwaliteit (LMG) is opgebouwd tussen 1979 en 1984 en bestaat uit ongeveer 350 meetlocaties die zijn verspreid over heel Nederland. Er wordt bemonsterd in permanente putten die speciaal voor monitoringsdoeleinden zijn aangelegd. Deze waarnemingsputten zijn net buiten de velden aangelegd om eenvoudig te kunnen bemonsteren en de werkzaamheden in het veld niet te hinderen. De locaties zijn geselecteerd op basis van grondsoort, het landgebruik en de hydrologische toestand. Op elke locatie worden grondwatermonsters genomen op diepten van 5-15 m (ondiepe filters) en 15-30 m onder het maaiveld (diepe filters). Op zandgrond worden uit ondiepe waarnemingsputten elk jaar monsters genomen, terwijl er op de andere grondsoorten (klei en veen) elke twee jaar monsters worden genomen uit ondiepe putten. Uit diepe putten wordt elke vier jaar een monster genomen, evenals uit ondiepe filters op meetpunten met mariene invloeden. De putten die niet elk jaar worden bemonsterd, worden in geïnterpoleerd voor de afwezige jaren.",,info@rivm.nl,,,,RIVM; RIVM,"('3.37', '50.75', '7.21', '53.47')",Geen beperkingen (http://creativecommons.org/publicdomain/zero/1.0/deed.nl),otherRestrictions,,https://data.rivm.nl/geo/wfs?request=GetCapabilities,inspire:lmg_f1_2015,lmg_f1_2015,inspire:lmg_f1_2015,lmg_f1_2015,inspire:lmg_f1_2015,"(12641.342046650214, 308271.9446049008, 283641.6146431133, 611189.4251694259)",True,True,15;1979;1984;30;350;5;Monitoring stations (Nitraatrichtlijn);aangelegd;afwezige;andere;basis;bemonsterd;bemonsteren;bestaat;buiten;de;deze;die;diepe;diepten;een;eenvoudig;elk;elke;en;er;evenals;filters;genomen;geselecteerd;geïnterpoleerd;grondsoort;grondsoorten;grondwaterkwaliteit;grondwatermonsters;heel;het;hinderen;hydrologische;in;invloeden;is;jaar;jaren;klei;kunnen;landelijk;landgebruik;lmg;locatie;locaties;m;maaiveld;mariene;meetlocaties;meetnet;meetpunten;met;monitoringsdoeleinden;monster;monsters;nederland;net;niet;om;onder;ondiepe;ongeveer;op;opgebouwd;over;permanente;putten;speciaal;te;terwijl;toestand;tussen;twee;uit;van;veen;veld;velden;verspreid;vier;voor;waarnemingsputten;werkzaamheden;worden;wordt;zandgrond;zijn,True
7d0c7f2d-dd9b-44ee-879a-a878635f2323,dataset,ISO 19115,WMS; WFS,2022-11-17,dut,28992,Boringsvrije zones rondom winningen voor drinkwater,bescherming; drinkwater; grondwater; waterkwaliteit; boringsvrije zones,"Deze kaart geeft de ligging aan van de boringsvrije zones rondom drinkwaterwinningen. Deze zones zijn ingesteld om te voorkomen dat afsluitende lagen in de ondergrond (bijvoorbeeld klei- of leemlagen) worden doorboord. Deze lagen bieden bij kwetsbare winningen een extra bescherming tegen het uitspoelen van verontreinigingen naar het diepere grondwater dat bestemd is voor drinkwaterproductie. 

Naast deze lokale boringsvrije zones rondom winningen zijn er ook een aantal regionale boringsvrij zones weergegeven op deze kaart. Een voorbeeld hiervan is de Centrale Slenk. Dit gebied van Horsten en Slenken wordt beschermd met een broingsvrije zone vanwege zijn status als aardkundig monument.",RIVM,atlasnatuurlijkkapitaal@rivm.nl,,,,,"('3.1954102881017565', '50.67190131033707', '7.383358171635846', '53.63951025614753')",Geen beperkingen,otherRestrictions,,https://data.rivm.nl/geo/ank/wfs?,rivm_r78_rg_boringsvrijezonesdrinkwater,rivm_r78_rg_boringsvrijezonesdrinkwater,ank:rivm_r78_rg_boringsvrijezonesdrinkwater,rivm_r78_rg_boringsvrijezonesdrinkwater,ank:rivm_r78_rg_boringsvrijezonesdrinkwater,"(62.6354098431475, 299904.60230959, 296110.8711899901, 630389.498824087)",True,True,aan;aantal;aardkundig;afsluitende;als;beschermd;bescherming;bestemd;bieden;bij;bijvoorbeeld;boringsvrij;boringsvrije;boringsvrije zones;broingsvrije;centrale;dat;de;deze;diepere;dit;doorboord;drinkwater;drinkwaterproductie;drinkwaterwinningen;een;en;er;extra;gebied;geeft;grondwater;het;hiervan;horsten;in;ingesteld;is;kaart;klei;kwetsbare;lagen;leemlagen;ligging;lokale;met;monument;naar;naast;of;om;ondergrond;ook;op;regionale;rondom;slenk;slenken;status;te;tegen;uitspoelen;van;vanwege;verontreinigingen;voor;voorbeeld;voorkomen;waterkwaliteit;weergegeven;winningen;worden;wordt;zijn;zone;zones,True
770d8cd8-686b-4d95-b6d6-4d54dd75b4b7,dataset,ISO 19115,WMS; WFS,2025-06-03,dut,28992,Ingetrokken Stads- en Dorpsgezichten,historische geografie; stedenbouwkunde; planologie; architectuurgeschiedenis; bouwkunde,"Deze kaartlaag Ingetrokken Stads- en Dorpsgezichten bevat alle gebieden waarvoor de aanwijzing is ingetrokken, of waarvoor de procedure om het gebied aan te wijzen als rijksbeschermd stads- of dorpsgezicht (ex artikel 35 van de Monumentenwet 1988) is gestaakt. De kwaliteit van de ligging van de begrenzing van de stads- en dorpsgezichten is wisselend. Zie de informatie over de datakwaliteit.",Rijksdienst voor het Cultureel Erfgoed,info@cultureelerfgoed.nl,,,,InfoDesk (Rijksdienst voor het Cultureel Erfgoed); InfoDesk (Rijksdienst voor het Cultureel Erfgoed); InfoDesk (Rijksdienst voor het Cultureel Erfgoed),"('3.0098', '50.6395', '7.5159', '53.6864')","Naamsvermelding verplicht, Rijksdienst voor het Cultureel Erfgoed (https://creativecommons.org/licenses/by/4.0/deed.nl)",otherRestrictions,,https://services.rce.geovoorziening.nl/rce/wfs?service=WFS&request=GetCapabilities,rce:ingetrokken_stadsendorpsgezichten,ingetrokken_stadsendorpsgezichten,rce:ingetrokken_stadsendorpsgezichten,ingetrokken_stadsendorpsgezichten,rce:ingetrokken_stadsendorpsgezichten,"(-13172.043449358549, 296564.6763920855, 305583.3624395655, 635997.1193802034)",True,True,1988;35;aan;aanwijzing;alle;als;architectuurgeschiedenis;artikel;begrenzing;bevat;bouwkunde;datakwaliteit;de;deze;dorpsgezicht;dorpsgezichten;en;ex;gebied;gebieden;gestaakt;het;historische geografie;informatie;ingetrokken;is;kaartlaag;kwaliteit;ligging;monumentenwet;of;om;over;planologie;procedure;rijksbeschermd;stads;stedenbouwkunde;te;van;waarvoor;wijzen;wisselend;zie,True
